,worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,doc_index,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,doc_fact_check_source,doc_speaker_name,doc_speaker_party,doc_statement_date,doc_statement_description,doc_statement_text,doc_evidence_url,doc_completeness_value,doc_completeness_label,doc_completeness_index,doc_completeness_description,doc_comprehensibility_value,doc_comprehensibility_label,doc_comprehensibility_index,doc_comprehensibility_description,doc_precision_value,doc_precision_label,doc_precision_index,doc_precision_description,doc_informativeness_value,doc_informativeness_label,doc_informativeness_index,doc_informativeness_description,doc_unbiasedness_value,doc_unbiasedness_label,doc_unbiasedness_index,doc_unbiasedness_description,doc_accuracy_value,doc_accuracy_label,doc_accuracy_index,doc_accuracy_description,doc_speaker's-trustworthiness_value,doc_speaker's-trustworthiness_label,doc_speaker's-trustworthiness_index,doc_speaker's-trustworthiness_description,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_index,doc_truthfulness_description,doc_confidence_value,doc_confidence_label,doc_confidence_index,doc_confidence_description,doc_accesses,doc_time_elapsed,doc_time_start,doc_time_end,global_outcome,global_form_validity,gold_checks,time_spent_check,time_check_amount,quartile,mean
1163,62865c743c2f320d48ab2912,True,FakeNewsMultidimensional,V4-Prolific-1,unit_106,1,1,Next,"Tue, 23 Aug 2022 11:53:27 GMT",2022-08-23 11:53:27 00:00,2.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.statesman.com/story/news/politics/politifact/2022/04/06/fact-check-were-there-more-votes-than-registered-voters-2020/9469305002/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,42.05,1661254618.24,1661254660.29,True,True,True,True,True,other,1.8
1170,6287a8c4a6303ff156cd0853,True,FakeNewsMultidimensional,V4-Prolific-1,unit_187,1,1,Next,"Tue, 23 Aug 2022 13:42:04 GMT",2022-08-23 13:42:04 00:00,1.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://www.forbes.com/sites/laurabegleybloom/2021/03/01/the-worlds-20-unhealthiest-cities-6-are-in-the-us/,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,106.87,1661261627.07,1661261733.94,True,True,True,True,True,other,1.7
1180,628bb1c546f713e7807599a8,True,FakeNewsMultidimensional,V4-Prolific-1,unit_108,1,1,Next,"Tue, 23 Aug 2022 11:45:28 GMT",2022-08-23 11:45:28 00:00,3.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://www.nj.com/news/2012/07/politifact_nj_assemblyman_lou.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,409.43,1661254352.32,1661254761.75,True,True,True,True,True,wrong_false,3.5
1187,628bbb2ee6fec777973bf2c4,True,FakeNewsMultidimensional,V4-Prolific-1,unit_157,1,1,Next,"Tue, 23 Aug 2022 15:33:23 GMT",2022-08-23 15:33:23 00:00,2.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.census.gov/newsroom/press-releases/2021/2020-presidential-election-voting-and-registration-tables-now-available.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,lie,0.0,,1.0,partially-agree,3.0,,1.0,453.72,1661267362.56,1661267816.28,True,True,True,True,True,other,1.8
1196,628f572a2d1304a34b9e1a37,True,FakeNewsMultidimensional,V4-Prolific-1,unit_195,1,1,Next,"Wed, 24 Aug 2022 13:18:33 GMT",2022-08-24 13:18:33 00:00,3.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://thehill.com/policy/healthcare/3611949-pfizer-covid-19-vaccine-73-percent-effective-in-children-under-5/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,184.96,1661346546.54,1661346731.5,True,True,True,True,True,other,1.4444444444444444
1204,628fde22d960fa7a63fb231d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_57,1,1,Next,"Tue, 23 Aug 2022 10:15:08 GMT",2022-08-23 10:15:08 00:00,3.0,common-core-testing-homosexual-possibly-can,pants-on-fire,0.0,Politifact,Charles Van Zant,REP,2022-05-16,"stated on March 22, 2014 in speech in March publicized May 16 by Think Progress:","A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",https://abcnews.go.com/blogs/politics/2014/05/florida-lawmaker-warns-common-core-will-turn-children-homosexual,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,164.8,1661249195.13,1661249359.93,True,True,True,True,True,correct_false,0.7
1214,6290c772938bc3b286388004,True,FakeNewsMultidimensional,V4-Prolific-1,unit_84,1,1,Next,"Tue, 23 Aug 2022 14:29:08 GMT",2022-08-23 14:29:08 00:00,5.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://2000mules.com/?_nlid=jCmz4CcBMm&_nhids=%25recipient.hids%25,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,58.49,1661264688.63,1661264747.12,True,True,True,True,True,other,2.1
1219,629288376055ad7fb05bbf77,True,FakeNewsMultidimensional,V4-Prolific-1,unit_160,1,1,Next,"Tue, 23 Aug 2022 12:37:28 GMT",2022-08-23 12:37:28 00:00,2.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://www.texasstandard.org/stories/fact-check-how-accurate-is-congressman-chip-roys-claim-that-pfizer-vaccine-for-kids-under-age-5-has-zero-basis-in-science/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,52.71,1661257133.79,1661257186.5,True,True,True,True,True,other,1.4444444444444444
1225,6294bc3eec2ddf53f2dc9316,True,FakeNewsMultidimensional,V4-Prolific-1,unit_171,1,1,Next,"Tue, 23 Aug 2022 12:57:19 GMT",2022-08-23 12:57:19 00:00,0.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://reason.org/commentary/gov-kasichs-ohio-turnpike-mistake/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,-1.0,partially-disagree,1.0,,1.0,19.31,1661259166.0,1661259185.31,True,True,True,True,True,wrong_false,3.0
1233,6294c9a9c673efce2f6528dc,True,FakeNewsMultidimensional,V4-Prolific-1,unit_102,1,1,Next,"Tue, 23 Aug 2022 11:39:49 GMT",2022-08-23 11:39:49 00:00,0.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://www.nj.com/news/2012/07/politifact_nj_assemblyman_lou.html,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,39.78,1661254563.0,1661254602.78,True,True,True,True,True,wrong_false,3.5
1246,62976e7114308ee7c69d10ae,True,FakeNewsMultidimensional,V4-Prolific-1,unit_36,1,1,Next,"Mon, 22 Aug 2022 16:03:42 GMT",2022-08-22 16:03:42 00:00,5.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://www.worldatlas.com/articles/the-20-unhealthiest-cities-in-the-us.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,62.52,1661183990.53,1661184053.05,True,True,True,True,True,other,1.7
1253,6298f812c9026fec4b2f028f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_48,1,1,Next,"Tue, 23 Aug 2022 14:15:03 GMT",2022-08-23 14:15:03 00:00,4.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://innovationohio.org/budget/promises-made-not-all-kept-as-kasich-turnpike-plan-moves-into-legislature/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,2.0,barely-true,2.0,,2.0,completely-agree,4.0,,1.0,139.53,1661263662.74,1661263802.28,True,True,True,True,True,wrong_false,3.0
1257,629b4d940b984723e59c13ce,True,FakeNewsMultidimensional,V4-Prolific-1,unit_80,1,1,Next,"Tue, 23 Aug 2022 11:02:18 GMT",2022-08-23 11:02:18 00:00,0.0,tulsi-gabbard-falsely-claims-us-not-so-different-r,pants-on-fire,0.0,Politifact,Tulsi Gabbard,DEM,2022-03-15,"stated on March 15, 2022 in a Fox News appearance:","""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",https://www.onthisday.com/date/2022/march/15,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,40.96,1661252086.0,1661252126.96,True,True,True,True,True,other,2.1
1263,629e241d171ec6698e05f149,True,FakeNewsMultidimensional,V4-Prolific-1,unit_79,1,1,Next,"Tue, 23 Aug 2022 11:08:17 GMT",2022-08-23 11:08:17 00:00,6.0,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,Politifact,Troy Nehls,REP,2022-02-09,"stated on February 9, 2022 in an ad:","""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",https://www.dailywire.com/news/candace-owens-mocks-biden-to-be-healthy-in-joe-bidens-america-stay-at-home-lock-your-doors-avoid-sunlight-mask-your-children,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,126.22,1661252454.51,1661252580.73,True,True,True,True,True,other,1.4
1277,629e2941fc423a5cd2d2daba,True,FakeNewsMultidimensional,V4-Prolific-1,unit_104,1,1,Next,"Tue, 23 Aug 2022 11:35:33 GMT",2022-08-23 11:35:33 00:00,4.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://court.ontheissues.org/Domestic/Jon_Tester_Gun_Control.htm,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,148.44,1661254196.86,1661254345.3,True,True,True,True,True,wrong_false,3.3
1285,629e3b29a4c6a6994feefef8,True,FakeNewsMultidimensional,V4-Prolific-1,unit_177,1,1,Next,"Tue, 23 Aug 2022 13:09:55 GMT",2022-08-23 13:09:55 00:00,4.0,tulsi-gabbard-falsely-claims-us-not-so-different-r,pants-on-fire,0.0,Politifact,Tulsi Gabbard,DEM,2022-03-15,"stated on March 15, 2022 in a Fox News appearance:","""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",https://www.newsweek.com/tulsi-gabbard-joe-biden-tiktok-russian-propaganda-1688547,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,3.0,half-true,3.0,,0.0,neutral,2.0,,1.0,109.13,1661259684.88,1661259794.01,True,True,True,True,True,other,2.1
1287,62a73647a057bfcf74a8d20a,True,FakeNewsMultidimensional,V4-Prolific-1,unit_33,1,1,Next,"Mon, 22 Aug 2022 15:57:54 GMT",2022-08-22 15:57:54 00:00,6.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://www.ontheissues.org/Domestic/Jon_Tester_Gun_Control.htm,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,5.0,true,5.0,,1.0,partially-agree,3.0,,1.0,30.08,1661183641.07,1661183671.15,True,True,True,True,True,wrong_false,3.3
1297,62b077136224952ffd679d48,True,FakeNewsMultidimensional,V4-Prolific-1,unit_137,1,1,Next,"Tue, 23 Aug 2022 12:00:49 GMT",2022-08-23 12:00:49 00:00,0.0,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,Politifact,Marjorie Taylor Greene,REP,2022-04-04,"stated on April 4, 2022 in a tweet:","Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney âare pro-pedophile.â",https://news.yahoo.com/marjorie-taylor-greene-said-3-101959928.html,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,39.35,1661255691.0,1661255730.35,True,True,True,True,True,correct_false,1.2
1304,62b091722350e1bcc3d73528,True,FakeNewsMultidimensional,V4-Prolific-1,unit_136,1,1,Finish,"Tue, 23 Aug 2022 12:41:34 GMT",2022-08-23 12:41:34 00:00,7.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://www.nbc15.com/2022/03/02/breaking-down-zuckerberg-5-wisconsin-election-report-ctcl-derides-allegations/,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,0.0,neutral,2.0,,1.0,23.1,1661258261.07,1661258284.18,True,True,True,True,True,other,2.2
1313,62b0b9d60841bfa66838f436,True,FakeNewsMultidimensional,V4-Prolific-1,unit_46,1,1,Next,"Tue, 23 Aug 2022 09:49:29 GMT",2022-08-23 09:49:29 00:00,0.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.latestly.com/socially/social-viral/fact-check/jdvance1-said-that-biden-risks-war-with-russia-because-putin-doesnt-believe-in-latest-tweet-by-politifact-2-3414496.html,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,26.77,1661247864.0,1661247890.77,True,True,True,True,True,correct_false,1.2
1326,62b20c0065e9809e66d13fa5,True,FakeNewsMultidimensional,V4-Prolific-1,unit_91,1,1,Next,"Tue, 23 Aug 2022 14:52:59 GMT",2022-08-23 14:52:59 00:00,5.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,http://wisconsinreport.com/newsone/ted-nugent-no-these-mass-shootings-werent-a-plot-to-protect-hillary-clinton-from-negative-news-coverage/,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,176.45,1661265549.81,1661265726.26,True,True,True,True,True,correct_false,0.8
1329,62bb53a41c9cfff9c9a148c9,True,FakeNewsMultidimensional,V4-Prolific-1,unit_152,1,1,Next,"Tue, 23 Aug 2022 12:47:14 GMT",2022-08-23 12:47:14 00:00,0.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.google.com/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,130.51,1661256328.0,1661256458.51,True,True,True,True,True,correct_false,1.1
1338,62bd1d1283b326cde10cf27a,True,FakeNewsMultidimensional,V4-Prolific-1,unit_184,1,1,Next,"Wed, 24 Aug 2022 13:14:43 GMT",2022-08-24 13:14:43 00:00,1.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,https://mediabiasfactcheck.com/2022/06/22/the-latest-fact-checks-curated-by-media-bias-fact-check-06-22-2022/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,45.78,1661346419.38,1661346465.16,True,True,True,True,True,correct_false,0.8
1343,62bd685ac3edc9ad0d77812b,True,FakeNewsMultidimensional,V4-Prolific-1,unit_43,1,1,Next,"Wed, 24 Aug 2022 09:23:33 GMT",2022-08-24 09:23:33 00:00,6.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://lawblog123.com/fact-check-ohio-senate-candidate-mike-gibbons-keeps-falsely-saying-millions-more-people-voted-in-2020-than-were-registered-to-vote-ktvz_219018.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,0.0,neutral,2.0,,1.0,247.89,1661332114.93,1661332362.82,True,True,True,True,True,other,1.8
1355,62c41fe598ab94de4d4f021e,True,FakeNewsMultidimensional,V4-Prolific-1,unit_135,1,1,Next,"Wed, 24 Aug 2022 09:19:13 GMT",2022-08-24 09:19:13 00:00,2.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://www.politico.com/2020-election/results/georgia/senate-runoff-map-perdue-ossoff-20210105/,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,2.0,barely-true,2.0,,0.0,neutral,2.0,,1.0,34.94,1661332154.67,1661332189.61,True,True,True,True,True,other,2.1
1359,62c84b75835be6f44f99acd1,True,FakeNewsMultidimensional,V4-Prolific-1,unit_117,1,1,Next,"Tue, 23 Aug 2022 12:02:08 GMT",2022-08-23 12:02:08 00:00,6.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://www.cbsnews.com/philadelphia/news/new-jersey-gov-murphy-proposing-property-tax-relief-if-lawmakers-raise-income-tax-on-millionaires/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,99.34,1661255645.59,1661255744.93,True,True,True,True,True,wrong_false,3.5
1369,62c8c2d71e87b86722f0215b,True,FakeNewsMultidimensional,V4-Prolific-1,unit_144,1,1,Next,"Tue, 23 Aug 2022 12:13:56 GMT",2022-08-23 12:13:56 00:00,6.0,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,Politifact,Troy Nehls,REP,2022-02-09,"stated on February 9, 2022 in an ad:","""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",https://www.houstonchronicle.com/politics/texas/politifact/article/troy-nehls-gop-drug-use-masks-crack-16901923.php,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,101.06,1661256338.75,1661256439.81,True,True,True,True,True,other,1.4
1376,62c8d23e8eb59ca0306d4463,True,FakeNewsMultidimensional,V4-Prolific-1,unit_101,1,1,Finish,"Tue, 23 Aug 2022 11:41:32 GMT",2022-08-23 11:41:32 00:00,7.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://www.nj.com/news/2012/07/politifact_nj_assemblyman_lou.html,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,0.0,neutral,2.0,,1.0,77.2,1661254526.8,1661254604.0,True,True,True,True,True,wrong_false,3.5
1386,62cc1f77c32651ff9d35a471,True,FakeNewsMultidimensional,V4-Prolific-1,unit_44,1,1,Next,"Tue, 23 Aug 2022 10:07:53 GMT",2022-08-23 10:07:53 00:00,1.0,tulsi-gabbard-falsely-claims-us-not-so-different-r,pants-on-fire,0.0,Politifact,Tulsi Gabbard,DEM,2022-03-15,"stated on March 15, 2022 in a Fox News appearance:","""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",https://www.westernjournal.com/screwed-watch-us-vs-russia-military-recruitment-videos-see-weak-biden/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,27.61,1661249113.5,1661249141.12,True,True,True,True,True,other,2.1
